NOC,Year,Sport,Bronze,Gold,Silver,Total
GEO,2004,Judo,0.0,1.0,1.0,2.0
GEO,2004,Weightlifting,0.0,1.0,0.0,1.0
GEO,2004,Wrestling,0.0,0.0,1.0,1.0
GEO,2008,Judo,0.0,1.0,0.0,1.0
GEO,2008,Shooting,1.0,0.0,0.0,1.0
GEO,2008,Wrestling,2.0,2.0,0.0,4.0
GEO,2012,Judo,0.0,1.0,0.0,1.0
GEO,2012,Wrestling,3.0,0.0,3.0,6.0
GEO,2016,Judo,1.0,0.0,1.0,2.0
GEO,2016,Weightlifting,1.0,1.0,0.0,2.0
GEO,2016,Wrestling,2.0,1.0,0.0,3.0
GEO,2020,Judo,0.0,1.0,3.0,4.0
GEO,2020,Weightlifting,1.0,1.0,0.0,2.0
GEO,2020,Wrestling,0.0,0.0,2.0,2.0
GEO,2024,Boxing,1.0,0.0,0.0,1.0
GEO,2024,Judo,0.0,1.0,2.0,3.0
GEO,2024,Weightlifting,0.0,1.0,0.0,1.0
GEO,2024,Wrestling,0.0,1.0,1.0,2.0
GER,1992,Athletics,5.0,4.0,1.0,10.0
GER,1992,Boxing,1.0,2.0,1.0,4.0
GER,1992,Canoeing,2.0,14.0,6.0,22.0
GER,1992,Cycling,0.0,11.0,2.0,13.0
GER,1992,Diving,1.0,0.0,0.0,1.0
GER,1992,Equestrianism,5.0,6.0,2.0,13.0
GER,1992,Fencing,0.0,10.0,5.0,15.0
GER,1992,Gymnastics,2.0,0.0,1.0,3.0
GER,1992,Hockey,0.0,16.0,16.0,32.0
GER,1992,Judo,2.0,0.0,0.0,2.0
GER,1992,Rowing,22.0,11.0,9.0,42.0
GER,1992,Shooting,1.0,2.0,0.0,3.0
GER,1992,Swimming,17.0,1.0,9.0,27.0
GER,1992,Table Tennis,0.0,0.0,2.0,2.0
GER,1992,Tennis,0.0,2.0,1.0,3.0
GER,1992,Weightlifting,2.0,1.0,0.0,3.0
GER,1992,Wrestling,0.0,1.0,2.0,3.0
GER,1996,Archery,0.0,0.0,3.0,3.0
GER,1996,Athletics,6.0,3.0,1.0,10.0
GER,1996,Boxing,3.0,0.0,1.0,4.0
GER,1996,Canoeing,3.0,13.0,4.0,20.0
GER,1996,Cycling,1.0,1.0,0.0,2.0
GER,1996,Diving,0.0,0.0,2.0,2.0
GER,1996,Equestrianism,0.0,10.0,0.0,10.0
GER,1996,Fencing,3.0,0.0,0.0,3.0
GER,1996,Gymnastics,0.0,1.0,0.0,1.0
GER,1996,Judo,4.0,1.0,0.0,5.0
GER,1996,Rowing,1.0,8.0,9.0,18.0
GER,1996,Sailing,0.0,3.0,0.0,3.0
GER,1996,Shooting,0.0,2.0,2.0,4.0
GER,1996,Swimming,20.0,0.0,10.0,30.0
GER,1996,Table Tennis,1.0,0.0,0.0,1.0
GER,1996,Tennis,2.0,0.0,0.0,2.0
GER,1996,Weightlifting,1.0,0.0,2.0,3.0
GER,1996,Wrestling,2.0,0.0,1.0,3.0
GER,2000,Archery,3.0,0.0,0.0,3.0
GER,2000,Athletics,2.0,2.0,1.0,5.0
GER,2000,Beach Volleyball,2.0,0.0,0.0,2.0
GER,2000,Boxing,1.0,0.0,0.0,1.0
GER,2000,Canoeing,5.0,8.0,4.0,17.0
GER,2000,Cycling,3.0,7.0,4.0,14.0
GER,2000,Diving,3.0,0.0,0.0,3.0
GER,2000,Equestrianism,1.0,8.0,1.0,10.0
GER,2000,Fencing,7.0,0.0,2.0,9.0
GER,2000,Football,17.0,0.0,0.0,17.0
GER,2000,Judo,1.0,0.0,0.0,1.0
GER,2000,Rowing,6.0,6.0,2.0,14.0
GER,2000,Sailing,2.0,0.0,4.0,6.0
GER,2000,Swimming,11.0,0.0,0.0,11.0
GER,2000,Taekwondo,0.0,0.0,1.0,1.0
GER,2000,Tennis,0.0,0.0,1.0,1.0
GER,2000,Triathlon,0.0,0.0,1.0,1.0
GER,2000,Weightlifting,0.0,0.0,2.0,2.0
GER,2004,Athletics,0.0,0.0,2.0,2.0
GER,2004,Boxing,2.0,0.0,0.0,2.0
GER,2004,Canoeing,1.0,9.0,9.0,19.0
GER,2004,Cycling,4.0,3.0,1.0,8.0
GER,2004,Diving,0.0,0.0,2.0,2.0
GER,2004,Equestrianism,4.0,4.0,1.0,9.0
GER,2004,Fencing,3.0,0.0,3.0,6.0
GER,2004,Football,17.0,0.0,0.0,17.0
GER,2004,Handball,0.0,0.0,15.0,15.0
GER,2004,Hockey,16.0,16.0,0.0,32.0
GER,2004,Judo,3.0,1.0,0.0,4.0
GER,2004,Rowing,0.0,5.0,4.0,9.0
GER,2004,Shooting,0.0,2.0,1.0,3.0
GER,2004,Swimming,12.0,0.0,5.0,17.0
GER,2004,Tennis,0.0,0.0,2.0,2.0
GER,2004,Trampolining,1.0,1.0,0.0,2.0
GER,2008,Athletics,1.0,0.0,0.0,1.0
GER,2008,Canoeing,7.0,7.0,4.0,18.0
GER,2008,Cycling,3.0,1.0,1.0,5.0
GER,2008,Diving,2.0,0.0,2.0,4.0
GER,2008,Equestrianism,1.0,9.0,1.0,11.0
GER,2008,Fencing,0.0,2.0,0.0,2.0
GER,2008,Football,16.0,0.0,0.0,16.0
GER,2008,Gymnastics,1.0,0.0,1.0,2.0
GER,2008,Hockey,0.0,17.0,0.0,17.0
GER,2008,Judo,0.0,1.0,0.0,1.0
GER,2008,Modern Pentathlon,0.0,1.0,0.0,1.0
GER,2008,Rowing,4.0,0.0,2.0,6.0
GER,2008,Sailing,2.0,0.0,0.0,2.0
GER,2008,Shooting,3.0,0.0,1.0,4.0
GER,2008,Swimming,1.0,2.0,0.0,3.0
GER,2008,Table Tennis,0.0,0.0,3.0,3.0
GER,2008,Triathlon,0.0,1.0,0.0,1.0
GER,2008,Weightlifting,0.0,1.0,0.0,1.0
GER,2008,Wrestling,0.0,0.0,1.0,1.0
GER,2012,Athletics,3.0,1.0,4.0,8.0
GER,2012,Beach Volleyball,0.0,2.0,0.0,2.0
GER,2012,Canoeing,4.0,5.0,5.0,14.0
GER,2012,Cycling,3.0,2.0,4.0,9.0
GER,2012,Equestrianism,1.0,6.0,3.0,10.0
GER,2012,Fencing,4.0,0.0,1.0,5.0
GER,2012,Gymnastics,0.0,0.0,3.0,3.0
GER,2012,Hockey,0.0,16.0,0.0,16.0
GER,2012,Judo,2.0,0.0,2.0,4.0
GER,2012,Rowing,0.0,13.0,4.0,17.0
GER,2012,Swimming,0.0,0.0,1.0,1.0
GER,2012,Table Tennis,4.0,0.0,0.0,4.0
GER,2012,Taekwondo,1.0,0.0,0.0,1.0
GER,2016,Archery,0.0,0.0,1.0,1.0
GER,2016,Athletics,1.0,2.0,0.0,3.0
GER,2016,Beach Volleyball,0.0,2.0,0.0,2.0
GER,2016,Boxing,1.0,0.0,0.0,1.0
GER,2016,Canoeing,1.0,9.0,6.0,16.0
GER,2016,Cycling,2.0,1.0,0.0,3.0
GER,2016,Diving,1.0,0.0,0.0,1.0
GER,2016,Equestrianism,5.0,5.0,5.0,15.0
GER,2016,Football,0.0,18.0,17.0,35.0
GER,2016,Gymnastics,1.0,1.0,0.0,2.0
GER,2016,Handball,15.0,0.0,0.0,15.0
GER,2016,Hockey,33.0,0.0,0.0,33.0
GER,2016,Judo,1.0,0.0,0.0,1.0
GER,2016,Rowing,0.0,8.0,9.0,17.0
GER,2016,Sailing,2.0,0.0,0.0,2.0
GER,2016,Shooting,0.0,3.0,1.0,4.0
GER,2016,Table Tennis,3.0,0.0,3.0,6.0
GER,2016,Tennis,0.0,0.0,1.0,1.0
GER,2016,Wrestling,1.0,0.0,0.0,1.0
GER,2020,Archery,3.0,0.0,0.0,3.0
GER,2020,Artistic Gymnastics,0.0,0.0,1.0,1.0
GER,2020,Athletics,0.0,1.0,2.0,3.0
GER,2020,Canoe Slalom,3.0,1.0,0.0,4.0
GER,2020,Canoe Sprint,2.0,4.0,2.0,8.0
GER,2020,Cycling Track,0.0,6.0,3.0,9.0
GER,2020,Diving,4.0,0.0,0.0,4.0
GER,2020,Equestrian,0.0,6.0,1.0,7.0
GER,2020,Judo,13.0,0.0,1.0,14.0
GER,2020,Marathon Swimming,0.0,1.0,0.0,1.0
GER,2020,Rowing,0.0,0.0,11.0,11.0
GER,2020,Sailing,4.0,0.0,2.0,6.0
GER,2020,Swimming,2.0,0.0,0.0,2.0
GER,2020,Table Tennis,1.0,0.0,3.0,4.0
GER,2020,Tennis,0.0,1.0,0.0,1.0
GER,2020,Wrestling,2.0,1.0,0.0,3.0
GER,2024,3x3 Basketball,0.0,4.0,0.0,4.0
GER,2024,Archery,0.0,0.0,2.0,2.0
GER,2024,Athletics,5.0,1.0,2.0,8.0
GER,2024,Beach Volleyball,0.0,0.0,2.0,2.0
GER,2024,Boxing,1.0,0.0,0.0,1.0
GER,2024,Canoe Slalom,1.0,0.0,1.0,2.0
GER,2024,Canoe Sprint,2.0,6.0,4.0,12.0
GER,2024,Cycling Track,4.0,0.0,1.0,5.0
GER,2024,Equestrian,0.0,7.0,1.0,8.0
GER,2024,Football,20.0,0.0,0.0,20.0
GER,2024,Golf,0.0,0.0,1.0,1.0
GER,2024,Handball,0.0,0.0,16.0,16.0
GER,2024,Hockey,0.0,0.0,18.0,18.0
GER,2024,Judo,0.0,0.0,1.0,1.0
GER,2024,Rhythmic Gymnastics,0.0,1.0,0.0,1.0
GER,2024,Rowing,4.0,1.0,0.0,5.0
GER,2024,Swimming,1.0,1.0,0.0,2.0
GHA,1992,Football,20.0,0.0,0.0,20.0
GHA,2020,Boxing,1.0,0.0,0.0,1.0
GRE,1992,Athletics,0.0,1.0,0.0,1.0
GRE,1992,Weightlifting,0.0,1.0,0.0,1.0
GRE,1996,Athletics,0.0,0.0,1.0,1.0
GRE,1996,Gymnastics,0.0,1.0,0.0,1.0
GRE,1996,Sailing,0.0,1.0,0.0,1.0
GRE,1996,Weightlifting,0.0,2.0,3.0,5.0
GRE,2000,Athletics,0.0,1.0,3.0,4.0
GRE,2000,Gymnastics,0.0,0.0,1.0,1.0
GRE,2000,Rhythmic Gymnastics,6.0,0.0,0.0,6.0
GRE,2000,Taekwondo,0.0,1.0,0.0,1.0
GRE,2000,Weightlifting,1.0,2.0,2.0,5.0
GRE,2000,Wrestling,1.0,0.0,0.0,1.0
GRE,2004,Athletics,1.0,2.0,2.0,5.0
GRE,2004,Diving,0.0,2.0,0.0,2.0
GRE,2004,Gymnastics,0.0,1.0,0.0,1.0
GRE,2004,Judo,0.0,1.0,0.0,1.0
GRE,2004,Rowing,2.0,0.0,0.0,2.0
GRE,2004,Sailing,0.0,2.0,1.0,3.0
GRE,2004,Taekwondo,0.0,0.0,2.0,2.0
GRE,2004,Water Polo,0.0,0.0,13.0,13.0
GRE,2004,Weightlifting,1.0,0.0,0.0,1.0
GRE,2004,Wrestling,1.0,0.0,0.0,1.0
GRE,2008,Athletics,1.0,0.0,0.0,1.0
GRE,2008,Rowing,0.0,0.0,2.0,2.0
GRE,2008,Sailing,3.0,0.0,0.0,3.0
GRE,2008,Taekwondo,0.0,0.0,1.0,1.0
GRE,2012,Judo,1.0,0.0,0.0,1.0
GRE,2012,Rowing,2.0,0.0,0.0,2.0
GRE,2016,Athletics,0.0,1.0,0.0,1.0
GRE,2016,Gymnastics,0.0,1.0,0.0,1.0
GRE,2016,Sailing,2.0,0.0,0.0,2.0
GRE,2016,Shooting,1.0,1.0,0.0,2.0
GRE,2016,Swimming,0.0,0.0,1.0,1.0
GRE,2020,Artistic Gymnastics,1.0,0.0,0.0,1.0
GRE,2020,Athletics,0.0,1.0,0.0,1.0
GRE,2020,Rowing,0.0,1.0,0.0,1.0
GRE,2020,Water Polo,0.0,0.0,13.0,13.0
GRE,2024,Artistic Gymnastics,1.0,0.0,0.0,1.0
GRE,2024,Athletics,1.0,1.0,0.0,2.0
GRE,2024,Judo,1.0,0.0,0.0,1.0
GRE,2024,Rowing,4.0,0.0,0.0,4.0
GRE,2024,Swimming,0.0,0.0,1.0,1.0
GRE,2024,Wrestling,1.0,0.0,0.0,1.0
GRN,2012,Athletics,0.0,1.0,0.0,1.0
GRN,2016,Athletics,0.0,0.0,1.0,1.0
GRN,2020,Athletics,1.0,0.0,0.0,1.0
GRN,2024,Athletics,2.0,0.0,0.0,2.0
GUA,2012,Athletics,0.0,0.0,1.0,1.0
GUA,2024,Shooting,1.0,1.0,0.0,2.0
HKG,1996,Sailing,0.0,1.0,0.0,1.0
HKG,2004,Table Tennis,0.0,0.0,2.0,2.0
HKG,2012,Cycling,1.0,0.0,0.0,1.0
HKG,2020,Cycling Track,1.0,0.0,0.0,1.0
HKG,2020,Fencing,0.0,1.0,0.0,1.0
HKG,2020,Karate,1.0,0.0,0.0,1.0
HKG,2020,Swimming,0.0,0.0,2.0,2.0
HKG,2020,Table Tennis,3.0,0.0,0.0,3.0
HKG,2024,Fencing,0.0,2.0,0.0,2.0
HKG,2024,Swimming,2.0,0.0,0.0,2.0
HUN,1992,Boxing,3.0,0.0,0.0,3.0
HUN,1992,Canoeing,3.0,4.0,6.0,13.0
HUN,1992,Fencing,0.0,1.0,10.0,11.0
HUN,1992,Gymnastics,0.0,1.0,1.0,2.0
HUN,1992,Judo,1.0,1.0,2.0,4.0
HUN,1992,Modern Pentathlon,0.0,0.0,1.0,1.0
HUN,1992,Swimming,1.0,5.0,3.0,9.0
HUN,1992,Wrestling,0.0,2.0,0.0,2.0
HUN,1996,Athletics,0.0,1.0,0.0,1.0
HUN,1996,Boxing,0.0,1.0,0.0,1.0
HUN,1996,Canoeing,4.0,3.0,4.0,11.0
HUN,1996,Fencing,2.0,0.0,3.0,5.0
HUN,1996,Gymnastics,0.0,0.0,1.0,1.0
HUN,1996,Handball,16.0,0.0,0.0,16.0
HUN,1996,Modern Pentathlon,1.0,0.0,0.0,1.0
HUN,1996,Swimming,2.0,3.0,1.0,6.0
HUN,1996,Weightlifting,1.0,0.0,0.0,1.0
HUN,2000,Boxing,1.0,0.0,0.0,1.0
HUN,2000,Canoeing,2.0,9.0,6.0,17.0
HUN,2000,Fencing,0.0,1.0,0.0,1.0
HUN,2000,Gymnastics,0.0,1.0,0.0,1.0
HUN,2000,Handball,0.0,0.0,15.0,15.0
HUN,2000,Modern Pentathlon,0.0,0.0,1.0,1.0
HUN,2000,Shooting,1.0,0.0,0.0,1.0
HUN,2000,Swimming,0.0,1.0,0.0,1.0
HUN,2000,Water Polo,0.0,13.0,0.0,13.0
HUN,2000,Weightlifting,0.0,0.0,1.0,1.0
HUN,2000,Wrestling,0.0,0.0,1.0,1.0
HUN,2004,Athletics,0.0,0.0,1.0,1.0
HUN,2004,Canoeing,3.0,7.0,4.0,14.0
HUN,2004,Fencing,0.0,1.0,5.0,6.0
HUN,2004,Modern Pentathlon,0.0,1.0,0.0,1.0
HUN,2004,Shooting,0.0,1.0,0.0,1.0
HUN,2004,Swimming,1.0,0.0,1.0,2.0
HUN,2004,Water Polo,0.0,13.0,0.0,13.0
HUN,2004,Weightlifting,0.0,0.0,1.0,1.0
HUN,2004,Wrestling,0.0,1.0,0.0,1.0
HUN,2008,Canoeing,2.0,3.0,4.0,9.0
HUN,2008,Fencing,1.0,0.0,0.0,1.0
HUN,2008,Swimming,0.0,0.0,3.0,3.0
HUN,2008,Water Polo,0.0,13.0,0.0,13.0
HUN,2008,Wrestling,0.0,0.0,1.0,1.0
HUN,2012,Athletics,0.0,1.0,0.0,1.0
HUN,2012,Canoeing,1.0,7.0,6.0,14.0
HUN,2012,Fencing,0.0,1.0,0.0,1.0
HUN,2012,Gymnastics,0.0,1.0,0.0,1.0
HUN,2012,Judo,1.0,0.0,1.0,2.0
HUN,2012,Modern Pentathlon,1.0,0.0,0.0,1.0
HUN,2012,Swimming,1.0,2.0,0.0,3.0
HUN,2012,Wrestling,2.0,0.0,1.0,3.0
HUN,2016,Athletics,1.0,0.0,0.0,1.0
HUN,2016,Canoeing,0.0,7.0,0.0,7.0
HUN,2016,Fencing,4.0,2.0,1.0,7.0
HUN,2016,Swimming,2.0,3.0,2.0,7.0
HUN,2020,Canoe Sprint,2.0,6.0,2.0,10.0
HUN,2020,Fencing,4.0,1.0,1.0,6.0
HUN,2020,Judo,1.0,0.0,0.0,1.0
HUN,2020,Karate,1.0,0.0,0.0,1.0
HUN,2020,Marathon Swimming,0.0,0.0,1.0,1.0
HUN,2020,Modern Pentathlon,1.0,0.0,0.0,1.0
HUN,2020,Sailing,0.0,0.0,1.0,1.0
HUN,2020,Swimming,0.0,1.0,1.0,2.0
HUN,2020,Water Polo,26.0,0.0,0.0,26.0
HUN,2020,Wrestling,0.0,1.0,1.0,2.0
HUN,2024,Athletics,0.0,0.0,1.0,1.0
HUN,2024,Canoe Sprint,7.0,0.0,6.0,13.0
HUN,2024,Fencing,1.0,4.0,4.0,9.0
HUN,2024,Marathon Swimming,0.0,1.0,0.0,1.0
HUN,2024,Modern Pentathlon,0.0,1.0,0.0,1.0
HUN,2024,Shooting,1.0,0.0,0.0,1.0
HUN,2024,Swimming,0.0,2.0,1.0,3.0
HUN,2024,Taekwondo,0.0,1.0,0.0,1.0
INA,1992,Badminton,1.0,2.0,3.0,6.0
INA,1996,Badminton,3.0,2.0,1.0,6.0
INA,2000,Badminton,0.0,2.0,3.0,5.0
INA,2000,Weightlifting,2.0,0.0,1.0,3.0
INA,2004,Badminton,3.0,1.0,0.0,4.0
INA,2004,Weightlifting,0.0,0.0,1.0,1.0
INA,2008,Badminton,1.0,2.0,2.0,5.0
INA,2008,Weightlifting,2.0,0.0,0.0,2.0
INA,2012,Weightlifting,1.0,0.0,1.0,2.0
INA,2016,Badminton,0.0,2.0,0.0,2.0
INA,2016,Weightlifting,0.0,0.0,2.0,2.0
INA,2020,Badminton,1.0,2.0,0.0,3.0
INA,2020,Weightlifting,2.0,0.0,1.0,3.0
INA,2024,Badminton,1.0,0.0,0.0,1.0
INA,2024,Sport Climbing,0.0,1.0,0.0,1.0
INA,2024,Weightlifting,0.0,1.0,0.0,1.0
IND,1996,Tennis,1.0,0.0,0.0,1.0
IND,2000,Weightlifting,1.0,0.0,0.0,1.0
IND,2004,Shooting,0.0,0.0,1.0,1.0
IND,2008,Boxing,1.0,0.0,0.0,1.0
IND,2008,Shooting,0.0,1.0,0.0,1.0
IND,2008,Wrestling,1.0,0.0,0.0,1.0
IND,2012,Badminton,1.0,0.0,0.0,1.0
IND,2012,Boxing,1.0,0.0,0.0,1.0
IND,2012,Shooting,1.0,0.0,1.0,2.0
IND,2012,Wrestling,1.0,0.0,1.0,2.0
IND,2016,Badminton,0.0,0.0,1.0,1.0
IND,2016,Wrestling,1.0,0.0,0.0,1.0
IND,2020,Athletics,0.0,1.0,0.0,1.0
IND,2020,Badminton,1.0,0.0,0.0,1.0
IND,2020,Boxing,1.0,0.0,0.0,1.0
IND,2020,Hockey,18.0,0.0,0.0,18.0
IND,2020,Weightlifting,0.0,0.0,1.0,1.0
IND,2020,Wrestling,1.0,0.0,1.0,2.0
IND,2024,Athletics,0.0,0.0,1.0,1.0
IND,2024,Hockey,16.0,0.0,0.0,16.0
IND,2024,Shooting,4.0,0.0,0.0,4.0
IND,2024,Wrestling,1.0,0.0,0.0,1.0
IOA,1992,Shooting,2.0,0.0,1.0,3.0
IOA,2016,Shooting,1.0,1.0,0.0,2.0
IRI,1992,Wrestling,2.0,0.0,1.0,3.0
IRI,1996,Wrestling,1.0,1.0,1.0,3.0
IRI,2000,Taekwondo,1.0,0.0,0.0,1.0
IRI,2000,Weightlifting,0.0,2.0,0.0,2.0
IRI,2000,Wrestling,0.0,1.0,0.0,1.0
IRI,2004,Taekwondo,1.0,1.0,0.0,2.0
IRI,2004,Weightlifting,0.0,1.0,0.0,1.0
IRI,2004,Wrestling,1.0,0.0,2.0,3.0
IRI,2008,Taekwondo,0.0,1.0,0.0,1.0
IRI,2008,Wrestling,1.0,0.0,0.0,1.0
IRI,2012,Athletics,0.0,0.0,1.0,1.0
IRI,2012,Taekwondo,0.0,0.0,1.0,1.0
IRI,2012,Weightlifting,1.0,1.0,2.0,4.0
IRI,2012,Wrestling,2.0,3.0,1.0,6.0
IRI,2016,Taekwondo,1.0,0.0,0.0,1.0
IRI,2016,Weightlifting,0.0,2.0,0.0,2.0
IRI,2016,Wrestling,3.0,1.0,1.0,5.0
IRI,2020,Karate,0.0,1.0,0.0,1.0
IRI,2020,Shooting,0.0,1.0,0.0,1.0
IRI,2020,Weightlifting,0.0,0.0,1.0,1.0
IRI,2020,Wrestling,2.0,1.0,1.0,4.0
IRI,2024,Taekwondo,1.0,1.0,2.0,4.0
IRI,2024,Wrestling,2.0,2.0,4.0,8.0
IRL,1992,Boxing,0.0,1.0,1.0,2.0
IRL,1996,Swimming,1.0,3.0,0.0,4.0
IRL,2000,Athletics,0.0,0.0,1.0,1.0
IRL,2008,Boxing,2.0,0.0,1.0,3.0
IRL,2012,Boxing,2.0,1.0,1.0,4.0
IRL,2012,Equestrianism,1.0,0.0,0.0,1.0
IRL,2016,Rowing,0.0,0.0,2.0,2.0
IRL,2016,Sailing,0.0,0.0,1.0,1.0
IRL,2020,Boxing,1.0,1.0,0.0,2.0
IRL,2020,Rowing,4.0,2.0,0.0,6.0
IRL,2024,Artistic Gymnastics,0.0,1.0,0.0,1.0
IRL,2024,Boxing,0.0,1.0,0.0,1.0
IRL,2024,Rowing,2.0,2.0,0.0,4.0
IRL,2024,Swimming,1.0,0.0,0.0,1.0
ISL,2000,Athletics,1.0,0.0,0.0,1.0
ISL,2008,Handball,0.0,0.0,14.0,14.0
ISR,1992,Judo,1.0,0.0,1.0,2.0
ISR,1996,Sailing,1.0,0.0,0.0,1.0
ISR,2000,Canoeing,1.0,0.0,0.0,1.0
ISR,2004,Judo,1.0,0.0,0.0,1.0
ISR,2004,Sailing,0.0,1.0,0.0,1.0
ISR,2008,Sailing,1.0,0.0,0.0,1.0
ISR,2016,Judo,2.0,0.0,0.0,2.0
ISR,2020,Artistic Gymnastics,0.0,1.0,0.0,1.0
ISR,2020,Judo,11.0,0.0,0.0,11.0
ISR,2020,Rhythmic Gymnastics,0.0,1.0,0.0,1.0
ISR,2020,Taekwondo,1.0,0.0,0.0,1.0
ISR,2024,Artistic Gymnastics,0.0,0.0,1.0,1.0
ISR,2024,Judo,1.0,0.0,2.0,3.0
ISR,2024,Rhythmic Gymnastics,0.0,0.0,5.0,5.0
ISR,2024,Sailing,0.0,1.0,1.0,2.0
ITA,1992,Athletics,1.0,0.0,0.0,1.0
ITA,1992,Canoeing,2.0,1.0,0.0,3.0
ITA,1992,Cycling,0.0,2.0,4.0,6.0
ITA,1992,Fencing,0.0,6.0,1.0,7.0
ITA,1992,Judo,0.0,0.0,1.0,1.0
ITA,1992,Modern Pentathlon,3.0,0.0,0.0,3.0
ITA,1992,Rowing,4.0,0.0,3.0,7.0
ITA,1992,Shooting,2.0,0.0,0.0,2.0
ITA,1992,Swimming,2.0,0.0,0.0,2.0
ITA,1992,Water Polo,0.0,12.0,0.0,12.0
ITA,1992,Wrestling,0.0,0.0,1.0,1.0
ITA,1996,Archery,3.0,0.0,0.0,3.0
ITA,1996,Athletics,2.0,0.0,2.0,4.0
ITA,1996,Canoeing,1.0,3.0,3.0,7.0
ITA,1996,Cycling,0.0,4.0,1.0,5.0
ITA,1996,Fencing,4.0,7.0,4.0,15.0
ITA,1996,Gymnastics,0.0,1.0,0.0,1.0
ITA,1996,Judo,1.0,0.0,1.0,2.0
ITA,1996,Rowing,0.0,2.0,0.0,2.0
ITA,1996,Sailing,1.0,0.0,0.0,1.0
ITA,1996,Shooting,2.0,2.0,1.0,5.0
ITA,1996,Swimming,1.0,0.0,0.0,1.0
ITA,1996,Volleyball,0.0,0.0,12.0,12.0
ITA,1996,Water Polo,13.0,0.0,0.0,13.0
ITA,2000,Archery,0.0,0.0,3.0,3.0
ITA,2000,Athletics,0.0,0.0,2.0,2.0
ITA,2000,Boxing,1.0,0.0,0.0,1.0
ITA,2000,Canoeing,1.0,3.0,0.0,4.0
ITA,2000,Cycling,2.0,2.0,0.0,4.0
ITA,2000,Fencing,5.0,8.0,0.0,13.0
ITA,2000,Judo,3.0,1.0,0.0,4.0
ITA,2000,Rowing,2.0,4.0,6.0,12.0
ITA,2000,Sailing,0.0,1.0,1.0,2.0
ITA,2000,Shooting,1.0,0.0,1.0,2.0
ITA,2000,Swimming,2.0,3.0,1.0,6.0
ITA,2000,Volleyball,12.0,0.0,0.0,12.0
ITA,2004,Archery,0.0,1.0,0.0,1.0
ITA,2004,Athletics,1.0,2.0,0.0,3.0
ITA,2004,Basketball,0.0,0.0,12.0,12.0
ITA,2004,Boxing,1.0,0.0,0.0,1.0
ITA,2004,Canoeing,0.0,0.0,3.0,3.0
ITA,2004,Cycling,0.0,1.0,0.0,1.0
ITA,2004,Fencing,1.0,5.0,5.0,11.0
ITA,2004,Football,17.0,0.0,0.0,17.0
ITA,2004,Gymnastics,1.0,1.0,0.0,2.0
ITA,2004,Judo,1.0,0.0,0.0,1.0
ITA,2004,Rhythmic Gymnastics,0.0,0.0,6.0,6.0
ITA,2004,Rowing,10.0,0.0,0.0,10.0
ITA,2004,Sailing,1.0,0.0,0.0,1.0
ITA,2004,Shooting,0.0,1.0,2.0,3.0
ITA,2004,Swimming,6.0,0.0,1.0,7.0
ITA,2004,Volleyball,0.0,0.0,12.0,12.0
ITA,2004,Water Polo,0.0,13.0,0.0,13.0
ITA,2008,Archery,0.0,0.0,3.0,3.0
ITA,2008,Athletics,1.0,1.0,0.0,2.0
ITA,2008,Boxing,1.0,1.0,1.0,3.0
ITA,2008,Canoeing,2.0,0.0,1.0,3.0
ITA,2008,Cycling,1.0,0.0,0.0,1.0
ITA,2008,Fencing,14.0,2.0,0.0,16.0
ITA,2008,Judo,0.0,1.0,0.0,1.0
ITA,2008,Rowing,0.0,0.0,4.0,4.0
ITA,2008,Sailing,1.0,0.0,1.0,2.0
ITA,2008,Shooting,0.0,1.0,2.0,3.0
ITA,2008,Swimming,0.0,1.0,1.0,2.0
ITA,2008,Taekwondo,0.0,0.0,1.0,1.0
ITA,2008,Wrestling,0.0,1.0,0.0,1.0
ITA,2012,Archery,0.0,3.0,0.0,3.0
ITA,2012,Athletics,1.0,0.0,0.0,1.0
ITA,2012,Boxing,1.0,0.0,2.0,3.0
ITA,2012,Canoeing,0.0,1.0,0.0,1.0
ITA,2012,Cycling,1.0,0.0,0.0,1.0
ITA,2012,Fencing,5.0,9.0,2.0,16.0
ITA,2012,Gymnastics,1.0,0.0,0.0,1.0
ITA,2012,Judo,1.0,0.0,0.0,1.0
ITA,2012,Rhythmic Gymnastics,6.0,0.0,0.0,6.0
ITA,2012,Rowing,0.0,0.0,2.0,2.0
ITA,2012,Shooting,0.0,2.0,3.0,5.0
ITA,2012,Swimming,1.0,0.0,0.0,1.0
ITA,2012,Taekwondo,1.0,1.0,0.0,2.0
ITA,2012,Volleyball,12.0,0.0,0.0,12.0
ITA,2012,Water Polo,0.0,0.0,13.0,13.0
ITA,2016,Beach Volleyball,0.0,0.0,2.0,2.0
ITA,2016,Cycling,1.0,1.0,0.0,2.0
ITA,2016,Diving,1.0,0.0,2.0,3.0
ITA,2016,Fencing,0.0,1.0,6.0,7.0
ITA,2016,Judo,0.0,1.0,1.0,2.0
ITA,2016,Rowing,6.0,0.0,0.0,6.0
ITA,2016,Shooting,0.0,4.0,3.0,7.0
ITA,2016,Swimming,2.0,1.0,1.0,4.0
ITA,2016,Volleyball,0.0,0.0,12.0,12.0
ITA,2016,Water Polo,13.0,0.0,13.0,26.0
ITA,2016,Wrestling,1.0,0.0,0.0,1.0
ITA,2020,Archery,1.0,0.0,1.0,2.0
ITA,2020,Artistic Gymnastics,0.0,0.0,1.0,1.0
ITA,2020,Athletics,0.0,10.0,0.0,10.0
